,age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
0,67,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,6360,0,35,United-States,1,u38,BernoulliNB,random,1
u39,46,Private,9th,Divorced,Other-service,White,Male,0,0,25,United-States,0,u39,BernoulliNB,random,0
0,46,Private,Prof-school,Divorced,Exec-managerial,White,Male,0,0,25,United-States,1,u39,BernoulliNB,random,1
0,46,Private,9th,Married-civ-spouse,Tech-support,White,Male,0,0,25,United-States,1,u39,BernoulliNB,random,1
0,46,Private,9th,Married-civ-spouse,Transport-moving,White,Male,0,0,25,United-States,1,u39,BernoulliNB,random,1
0,46,Private,9th,Married-civ-spouse,Protective-serv,White,Male,0,0,25,United-States,1,u39,BernoulliNB,random,1
0,46,Self-emp-inc,9th,Married-civ-spouse,Other-service,White,Male,0,0,25,United-States,1,u39,BernoulliNB,random,1
u40,38,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,594,0,50,United-States,0,u40,BernoulliNB,random,0
0,38,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,594,0,50,United-States,1,u40,BernoulliNB,random,1
0,38,Self-emp-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,594,0,50,United-States,1,u40,BernoulliNB,random,1
0,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,594,0,50,United-States,1,u40,BernoulliNB,random,1
0,38,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,594,0,50,United-States,1,u40,BernoulliNB,random,1
0,38,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,594,0,50,United-States,1,u40,BernoulliNB,random,1
u41,27,Private,Bachelors,Never-married,Sales,White,Male,0,0,35,United-States,0,u41,BernoulliNB,random,0
0,27,State-gov,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u41,BernoulliNB,random,1
0,27,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,35,United-States,1,u41,BernoulliNB,random,1
0,27,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,35,United-States,1,u41,BernoulliNB,random,1
0,27,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,35,United-States,1,u41,BernoulliNB,random,1
0,27,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,0,0,35,United-States,1,u41,BernoulliNB,random,1
u42,49,Private,Assoc-voc,Divorced,Tech-support,White,Female,0,0,40,United-States,0,u42,BernoulliNB,random,0
0,49,Federal-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u42,BernoulliNB,random,1
0,49,Self-emp-not-inc,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u42,BernoulliNB,random,1
0,49,Self-emp-inc,Assoc-voc,Married-civ-spouse,Priv-house-serv,White,Female,0,0,40,United-States,1,u42,BernoulliNB,random,1
0,49,Self-emp-inc,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u42,BernoulliNB,random,1
0,49,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u42,BernoulliNB,random,1
u43,49,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0,u43,BernoulliNB,random,0
0,49,Never-worked,Assoc-voc,Married-spouse-absent,Adm-clerical,White,Male,0,0,40,United-States,1,u43,BernoulliNB,random,0
0,49,Private,Bachelors,Widowed,Adm-clerical,White,Male,0,0,40,United-States,1,u43,BernoulliNB,random,0
0,49,State-gov,11th,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u43,BernoulliNB,random,0
0,49,Private,11th,Widowed,Adm-clerical,White,Male,0,0,40,United-States,1,u43,BernoulliNB,random,0
0,49,Private,5th-6th,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u43,BernoulliNB,random,0
u44,37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,0,u44,BernoulliNB,random,0
0,37,Local-gov,HS-grad,Separated,Exec-managerial,White,Male,0,0,55,United-States,1,u44,BernoulliNB,random,0
0,37,Private,9th,Married-spouse-absent,Exec-managerial,White,Male,0,0,55,United-States,1,u44,BernoulliNB,random,0
0,37,Never-worked,HS-grad,Widowed,Exec-managerial,White,Male,0,0,55,United-States,1,u44,BernoulliNB,random,0
0,37,Private,10th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,55,United-States,1,u44,BernoulliNB,random,0
0,37,?,10th,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,1,u44,BernoulliNB,random,0
u45,30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0,u45,BernoulliNB,random,0
0,30,Local-gov,12th,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u45,BernoulliNB,random,0
0,30,Local-gov,Assoc-acdm,Widowed,Prof-specialty,White,Male,0,0,40,United-States,1,u45,BernoulliNB,random,0
0,30,Never-worked,Bachelors,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u45,BernoulliNB,random,0
0,30,Local-gov,Bachelors,Widowed,Prof-specialty,White,Male,0,0,40,United-States,1,u45,BernoulliNB,random,0
0,30,Private,Bachelors,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u45,BernoulliNB,random,0
u46,57,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u46,BernoulliNB,random,0
0,57,Private,HS-grad,Separated,Handlers-cleaners,White,Male,0,0,40,United-States,1,u46,BernoulliNB,random,0
0,57,Private,9th,Never-married,Craft-repair,White,Male,0,0,40,United-States,1,u46,BernoulliNB,random,0
0,57,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,United-States,1,u46,BernoulliNB,random,0
0,57,?,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,United-States,1,u46,BernoulliNB,random,0
0,57,Private,Prof-school,Never-married,Craft-repair,White,Male,0,0,40,United-States,1,u46,BernoulliNB,random,0
u47,43,Private,Bachelors,Separated,Prof-specialty,White,Female,0,0,40,United-States,0,u47,BernoulliNB,random,0
0,43,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,BernoulliNB,random,1
0,43,Never-worked,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,BernoulliNB,random,1
0,43,Self-emp-inc,Doctorate,Separated,Prof-specialty,White,Female,0,0,40,United-States,1,u47,BernoulliNB,random,1
0,43,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,BernoulliNB,random,1
0,43,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,BernoulliNB,random,1
u48,46,Private,Bachelors,Widowed,Tech-support,White,Female,0,0,38,United-States,0,u48,BernoulliNB,random,0
0,46,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0,0,38,United-States,1,u48,BernoulliNB,random,1
0,46,Self-emp-not-inc,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,38,United-States,1,u48,BernoulliNB,random,1
0,46,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Female,0,0,38,United-States,1,u48,BernoulliNB,random,1
0,46,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,38,United-States,1,u48,BernoulliNB,random,1
0,46,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,38,United-States,1,u48,BernoulliNB,random,1
u49,25,Private,HS-grad,Separated,Other-service,Black,Male,0,0,40,United-States,0,u49,BernoulliNB,random,0
0,25,Self-emp-inc,Doctorate,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,1,u49,BernoulliNB,random,1
0,25,Private,Prof-school,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,United-States,1,u49,BernoulliNB,random,1
0,25,Private,Prof-school,Married-civ-spouse,Prof-specialty,Black,Male,0,0,40,United-States,1,u49,BernoulliNB,random,1
0,25,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,United-States,1,u49,BernoulliNB,random,1
0,25,Self-emp-inc,Prof-school,Divorced,Sales,Black,Male,0,0,40,United-States,1,u49,BernoulliNB,random,1
u50,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0,u50,BernoulliNB,random,0
0,25,Private,Bachelors,Divorced,Exec-managerial,White,Male,0,0,40,United-States,1,u50,BernoulliNB,random,0
0,25,Private,Bachelors,Married-spouse-absent,Other-service,White,Male,0,0,40,United-States,1,u50,BernoulliNB,random,0
0,25,Private,Some-college,Never-married,Prof-specialty,White,Male,0,0,40,United-States,1,u50,BernoulliNB,random,0
0,25,Private,Bachelors,Widowed,Priv-house-serv,White,Male,0,0,40,United-States,1,u50,BernoulliNB,random,0
0,25,Private,Bachelors,Divorced,Farming-fishing,White,Male,0,0,40,United-States,1,u50,BernoulliNB,random,0
u51,55,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,0,0,35,United-States,0,u51,BernoulliNB,random,0
0,55,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Black,Male,0,0,35,United-States,1,u51,BernoulliNB,random,1
0,55,Self-emp-inc,Some-college,Married-civ-spouse,Priv-house-serv,Black,Male,0,0,35,United-States,1,u51,BernoulliNB,random,1
0,55,Private,Masters,Married-civ-spouse,Sales,Black,Male,0,0,35,United-States,1,u51,BernoulliNB,random,1
0,55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Transport-moving,Black,Male,0,0,35,United-States,1,u51,BernoulliNB,random,1
0,55,Private,Bachelors,Married-civ-spouse,Sales,Black,Male,0,0,35,United-States,1,u51,BernoulliNB,random,1
u52,26,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,United-States,0,u52,BernoulliNB,random,0
0,26,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,BernoulliNB,random,1
0,26,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,BernoulliNB,random,1
0,26,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,BernoulliNB,random,1
0,26,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,BernoulliNB,random,1
0,26,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u52,BernoulliNB,random,1
u53,19,Private,12th,Never-married,Adm-clerical,White,Female,0,0,25,United-States,0,u53,BernoulliNB,random,0
0,19,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,BernoulliNB,random,1
0,19,Self-emp-inc,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,BernoulliNB,random,1
0,19,Self-emp-inc,12th,Married-civ-spouse,Prof-specialty,White,Female,0,0,25,United-States,1,u53,BernoulliNB,random,1
0,19,Self-emp-inc,Doctorate,Married-civ-spouse,Protective-serv,White,Female,0,0,25,United-States,1,u53,BernoulliNB,random,1
0,19,Self-emp-not-inc,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,BernoulliNB,random,1
u54,46,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,0,1740,60,United-States,0,u54,BernoulliNB,random,0
0,46,Private,Masters,Never-married,Other-service,White,Male,0,1740,60,United-States,1,u54,BernoulliNB,random,0
0,46,Local-gov,Masters,Widowed,Adm-clerical,White,Male,0,1740,60,United-States,1,u54,BernoulliNB,random,0
0,46,Private,10th,Separated,Adm-clerical,White,Male,0,1740,60,United-States,1,u54,BernoulliNB,random,0
0,46,Private,Masters,Widowed,Priv-house-serv,White,Male,0,1740,60,United-States,1,u54,BernoulliNB,random,0
0,46,Private,11th,Widowed,Adm-clerical,White,Male,0,1740,60,United-States,1,u54,BernoulliNB,random,0
u55,33,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,25,United-States,0,u55,BernoulliNB,random,0
0,33,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u55,BernoulliNB,random,1
0,33,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u55,BernoulliNB,random,1
0,33,Private,Doctorate,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u55,BernoulliNB,random,1
0,33,Private,Doctorate,Married-civ-spouse,Protective-serv,White,Female,0,0,25,United-States,1,u55,BernoulliNB,random,1
0,33,Self-emp-inc,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,25,United-States,1,u55,BernoulliNB,random,1
u56,37,Private,HS-grad,Never-married,Transport-moving,Black,Male,0,0,50,United-States,0,u56,BernoulliNB,random,0
0,37,Private,Doctorate,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,BernoulliNB,random,1
0,37,Private,Bachelors,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,BernoulliNB,random,1
0,37,Private,Masters,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,BernoulliNB,random,1
0,37,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,BernoulliNB,random,1
0,37,Private,Prof-school,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,BernoulliNB,random,1
u57,45,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,0,u57,BernoulliNB,random,0
0,45,Private,7th-8th,Separated,Craft-repair,White,Male,0,0,42,United-States,1,u57,BernoulliNB,random,0
0,45,Private,12th,Widowed,Craft-repair,White,Male,0,0,42,United-States,1,u57,BernoulliNB,random,0
0,45,?,11th,Married-civ-spouse,Adm-clerical,White,Male,0,0,42,United-States,1,u57,BernoulliNB,random,0
0,45,Federal-gov,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,1,u57,BernoulliNB,random,0
0,45,?,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,42,United-States,1,u57,BernoulliNB,random,0
u58,56,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,White,Male,0,2002,40,United-States,0,u58,BernoulliNB,random,0
0,56,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,0,2002,40,United-States,1,u58,BernoulliNB,random,1
0,56,Never-worked,Masters,Married-civ-spouse,Handlers-cleaners,White,Male,0,2002,40,United-States,1,u58,BernoulliNB,random,1
0,56,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,0,2002,40,United-States,1,u58,BernoulliNB,random,1
0,56,Private,10th,Married-civ-spouse,Tech-support,White,Male,0,2002,40,United-States,1,u58,BernoulliNB,random,1
0,56,Private,12th,Married-civ-spouse,Farming-fishing,White,Male,0,2002,40,United-States,1,u58,BernoulliNB,random,1
u59,17,Private,11th,Never-married,Other-service,White,Female,0,0,12,United-States,0,u59,BernoulliNB,random,0
0,17,Private,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,12,United-States,1,u59,BernoulliNB,random,1
u61,31,?,Assoc-acdm,Never-married,?,White,Female,0,0,25,United-States,0,u61,BernoulliNB,random,0
0,31,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Female,0,0,25,United-States,1,u61,BernoulliNB,random,1
0,31,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,White,Female,0,0,25,United-States,1,u61,BernoulliNB,random,1
0,31,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u61,BernoulliNB,random,1
0,31,Local-gov,Prof-school,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u61,BernoulliNB,random,1
0,31,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Female,0,0,25,United-States,1,u61,BernoulliNB,random,1
u62,40,Private,HS-grad,Divorced,Adm-clerical,White,Male,0,0,40,United-States,0,u62,BernoulliNB,random,0
0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u62,BernoulliNB,random,1
0,40,Never-worked,Doctorate,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u62,BernoulliNB,random,1
0,40,Federal-gov,Doctorate,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u62,BernoulliNB,random,1
0,40,Self-emp-inc,Masters,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u62,BernoulliNB,random,1
0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u62,BernoulliNB,random,1
u63,25,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0,u63,BernoulliNB,random,0
0,25,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,BernoulliNB,random,1
0,25,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,BernoulliNB,random,1
0,25,Federal-gov,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,BernoulliNB,random,1
0,25,Private,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u63,BernoulliNB,random,1
0,25,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u63,BernoulliNB,random,1
u64,64,Private,Bachelors,Divorced,Sales,White,Female,0,0,5,United-States,0,u64,BernoulliNB,random,0
0,64,Private,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,5,United-States,1,u64,BernoulliNB,random,1
0,64,Self-emp-inc,Prof-school,Divorced,Sales,White,Female,0,0,5,United-States,1,u64,BernoulliNB,random,1
0,64,Private,Doctorate,Married-civ-spouse,Sales,White,Female,0,0,5,United-States,1,u64,BernoulliNB,random,1
0,64,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,5,United-States,1,u64,BernoulliNB,random,1
0,64,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,5,United-States,1,u64,BernoulliNB,random,1
u65,52,Private,HS-grad,Separated,Craft-repair,White,Male,0,0,40,United-States,0,u65,BernoulliNB,random,0
0,52,Self-emp-inc,Prof-school,Separated,Craft-repair,White,Male,0,0,40,United-States,1,u65,BernoulliNB,random,1
0,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u65,BernoulliNB,random,1
0,52,Private,Doctorate,Separated,Exec-managerial,White,Male,0,0,40,United-States,1,u65,BernoulliNB,random,1
0,52,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u65,BernoulliNB,random,1
0,52,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u65,BernoulliNB,random,1
u66,27,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,0,u66,BernoulliNB,random,0
0,27,Never-worked,Some-college,Divorced,Craft-repair,White,Male,0,0,50,United-States,1,u66,BernoulliNB,random,0
0,27,Federal-gov,7th-8th,Married-spouse-absent,Craft-repair,White,Male,0,0,50,United-States,1,u66,BernoulliNB,random,0
0,27,?,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,50,United-States,1,u66,BernoulliNB,random,0
0,27,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,50,United-States,1,u66,BernoulliNB,random,0
0,27,Federal-gov,Some-college,Separated,Handlers-cleaners,White,Male,0,0,50,United-States,1,u66,BernoulliNB,random,0
u67,29,Private,Some-college,Never-married,Farming-fishing,White,Male,0,0,40,United-States,0,u67,BernoulliNB,random,0
0,29,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,BernoulliNB,random,1
0,29,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u67,BernoulliNB,random,1
0,29,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,BernoulliNB,random,1
0,29,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,BernoulliNB,random,1
0,29,Private,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,BernoulliNB,random,1
u69,56,Private,Some-college,Separated,Tech-support,Black,Female,0,0,38,United-States,0,u69,BernoulliNB,random,0
0,56,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,0,0,38,United-States,1,u69,BernoulliNB,random,1
u70,71,Self-emp-not-inc,1st-4th,Divorced,Craft-repair,White,Female,0,0,28,United-States,0,u70,BernoulliNB,random,0
0,71,Self-emp-not-inc,Prof-school,Married-civ-spouse,Craft-repair,White,Female,0,0,28,United-States,1,u70,BernoulliNB,random,1
0,71,Self-emp-not-inc,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,28,United-States,1,u70,BernoulliNB,random,1
0,71,Self-emp-inc,1st-4th,Married-civ-spouse,Exec-managerial,White,Female,0,0,28,United-States,1,u70,BernoulliNB,random,1
0,71,Self-emp-inc,1st-4th,Married-civ-spouse,Prof-specialty,White,Female,0,0,28,United-States,1,u70,BernoulliNB,random,1
0,71,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,White,Female,0,0,28,United-States,1,u70,BernoulliNB,random,1
u71,27,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,3908,0,40,United-States,0,u71,BernoulliNB,random,0
0,27,Private,Some-college,Widowed,Protective-serv,White,Male,3908,0,40,United-States,1,u71,BernoulliNB,random,0
0,27,Private,Some-college,Married-spouse-absent,Handlers-cleaners,White,Male,3908,0,40,United-States,1,u71,BernoulliNB,random,0
0,27,Private,Some-college,Never-married,Prof-specialty,White,Male,3908,0,40,United-States,1,u71,BernoulliNB,random,0
0,27,?,Some-college,Married-civ-spouse,Craft-repair,White,Male,3908,0,40,United-States,1,u71,BernoulliNB,random,0
0,27,Private,7th-8th,Never-married,Tech-support,White,Male,3908,0,40,United-States,1,u71,BernoulliNB,random,0
u72,29,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,United-States,0,u72,BernoulliNB,random,0
0,29,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,40,United-States,1,u72,BernoulliNB,random,1
0,29,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,BernoulliNB,random,1
0,29,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,BernoulliNB,random,1
0,29,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,BernoulliNB,random,1
0,29,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,BernoulliNB,random,1
u73,53,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,0,u73,BernoulliNB,random,0
0,53,Private,Some-college,Married-spouse-absent,Tech-support,White,Male,0,0,40,United-States,1,u73,BernoulliNB,random,0
0,53,Self-emp-not-inc,Some-college,Separated,Tech-support,White,Male,0,0,40,United-States,1,u73,BernoulliNB,random,0
0,53,Private,Some-college,Separated,Craft-repair,White,Male,0,0,40,United-States,1,u73,BernoulliNB,random,0
0,53,Local-gov,10th,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u73,BernoulliNB,random,0
0,53,State-gov,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,0,0,40,United-States,1,u73,BernoulliNB,random,0
u74,61,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,4,United-States,0,u74,BernoulliNB,random,0
0,61,Private,Doctorate,Married-civ-spouse,Sales,White,Female,0,0,4,United-States,1,u74,BernoulliNB,random,1
0,61,Private,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,4,United-States,1,u74,BernoulliNB,random,1
0,61,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,0,4,United-States,1,u74,BernoulliNB,random,1
0,61,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,0,0,4,United-States,1,u74,BernoulliNB,random,1
0,61,Private,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,4,United-States,1,u74,BernoulliNB,random,1
u75,26,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,52,United-States,0,u75,BernoulliNB,random,0
0,26,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,52,United-States,1,u75,BernoulliNB,random,1
0,26,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,52,United-States,1,u75,BernoulliNB,random,1
0,26,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,52,United-States,1,u75,BernoulliNB,random,1
0,26,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,52,United-States,1,u75,BernoulliNB,random,1
0,26,Private,HS-grad,Married-civ-spouse,Priv-house-serv,White,Male,0,0,52,United-States,1,u75,BernoulliNB,random,1
u76,22,?,Some-college,Never-married,?,White,Male,0,0,40,United-States,0,u76,BernoulliNB,random,0
0,22,Self-emp-inc,Assoc-acdm,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u76,BernoulliNB,random,1
0,22,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u76,BernoulliNB,random,1
0,22,Self-emp-not-inc,Prof-school,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u76,BernoulliNB,random,1
0,22,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u76,BernoulliNB,random,1
0,22,?,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u76,BernoulliNB,random,1
u77,35,Private,Some-college,Married-spouse-absent,Farming-fishing,White,Male,0,0,40,United-States,0,u77,BernoulliNB,random,0
0,35,Private,Masters,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u77,BernoulliNB,random,1
0,35,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u77,BernoulliNB,random,1
0,35,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u77,BernoulliNB,random,1
0,35,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u77,BernoulliNB,random,1
0,35,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u77,BernoulliNB,random,1
u78,52,State-gov,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,0,u78,BernoulliNB,random,0
0,52,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u78,BernoulliNB,random,1
0,52,Self-emp-inc,5th-6th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u78,BernoulliNB,random,1
0,52,Federal-gov,11th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u78,BernoulliNB,random,1
0,52,Local-gov,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u78,BernoulliNB,random,1
0,52,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u78,BernoulliNB,random,1
u79,47,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,1974,40,United-States,0,u79,BernoulliNB,random,0
