age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
19,Private,Prof-school,Married-civ-spouse,Sales,White,Male,0,0,15,United-States,1,u36,LogisticRegressionCV,random,1
19,Private,Doctorate,Divorced,Sales,White,Male,0,0,15,United-States,1,u36,LogisticRegressionCV,random,1
31,Private,Some-college,Never-married,Exec-managerial,White,Male,0,0,60,United-States,0,u37,LogisticRegressionCV,random,0
31,Private,Prof-school,Divorced,Prof-specialty,White,Male,0,0,60,United-States,1,u37,LogisticRegressionCV,random,1
31,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,1,u37,LogisticRegressionCV,random,1
31,Self-emp-not-inc,Doctorate,Divorced,Exec-managerial,White,Male,0,0,60,United-States,1,u37,LogisticRegressionCV,random,1
31,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u37,LogisticRegressionCV,random,1
31,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,United-States,1,u37,LogisticRegressionCV,random,1
67,Local-gov,Bachelors,Divorced,Adm-clerical,Black,Female,6360,0,35,United-States,0,u38,LogisticRegressionCV,random,0
67,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Black,Female,6360,0,35,United-States,1,u38,LogisticRegressionCV,random,1
67,State-gov,Doctorate,Divorced,Adm-clerical,Black,Female,6360,0,35,United-States,1,u38,LogisticRegressionCV,random,1
67,Never-worked,Bachelors,Married-civ-spouse,Adm-clerical,Black,Female,6360,0,35,United-States,1,u38,LogisticRegressionCV,random,1
67,Private,Prof-school,Divorced,Adm-clerical,Black,Female,6360,0,35,United-States,1,u38,LogisticRegressionCV,random,1
67,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Black,Female,6360,0,35,United-States,1,u38,LogisticRegressionCV,random,1
46,Private,9th,Divorced,Other-service,White,Male,0,0,25,United-States,0,u39,LogisticRegressionCV,random,0
46,Private,Doctorate,Divorced,Exec-managerial,White,Male,0,0,25,United-States,1,u39,LogisticRegressionCV,random,1
46,Private,Doctorate,Divorced,Protective-serv,White,Male,0,0,25,United-States,1,u39,LogisticRegressionCV,random,1
46,Private,Doctorate,Divorced,Tech-support,White,Male,0,0,25,United-States,1,u39,LogisticRegressionCV,random,1
46,Private,Prof-school,Divorced,Tech-support,White,Male,0,0,25,United-States,1,u39,LogisticRegressionCV,random,1
46,Private,Prof-school,Divorced,Adm-clerical,White,Male,0,0,25,United-States,1,u39,LogisticRegressionCV,random,1
38,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,594,0,50,United-States,0,u40,LogisticRegressionCV,random,0
38,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,594,0,50,United-States,1,u40,LogisticRegressionCV,random,1
38,Private,Prof-school,Married-civ-spouse,Handlers-cleaners,White,Male,594,0,50,United-States,1,u40,LogisticRegressionCV,random,1
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,594,0,50,United-States,1,u40,LogisticRegressionCV,random,1
38,Private,Doctorate,Separated,Tech-support,White,Male,594,0,50,United-States,1,u40,LogisticRegressionCV,random,1
38,Private,Doctorate,Married-civ-spouse,Protective-serv,White,Male,594,0,50,United-States,1,u40,LogisticRegressionCV,random,1
27,Private,Bachelors,Never-married,Sales,White,Male,0,0,35,United-States,0,u41,LogisticRegressionCV,random,0
27,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u41,LogisticRegressionCV,random,1
27,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u41,LogisticRegressionCV,random,1
27,Private,Doctorate,Divorced,Sales,White,Male,0,0,35,United-States,1,u41,LogisticRegressionCV,random,1
27,Private,Prof-school,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u41,LogisticRegressionCV,random,1
27,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u41,LogisticRegressionCV,random,1
49,Private,Assoc-voc,Divorced,Tech-support,White,Female,0,0,40,United-States,0,u42,LogisticRegressionCV,random,0
49,Federal-gov,Doctorate,Divorced,Tech-support,White,Female,0,0,40,United-States,1,u42,LogisticRegressionCV,random,1
49,Private,Prof-school,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u42,LogisticRegressionCV,random,1
49,Private,Doctorate,Divorced,Adm-clerical,White,Female,0,0,40,United-States,1,u42,LogisticRegressionCV,random,1
49,Self-emp-not-inc,Doctorate,Divorced,Tech-support,White,Female,0,0,40,United-States,1,u42,LogisticRegressionCV,random,1
49,Federal-gov,Prof-school,Divorced,Tech-support,White,Female,0,0,40,United-States,1,u42,LogisticRegressionCV,random,1
49,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0,u43,LogisticRegressionCV,random,0
49,Never-worked,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,1,u43,LogisticRegressionCV,random,0
49,Private,HS-grad,Married-civ-spouse,?,White,Male,0,0,40,United-States,1,u43,LogisticRegressionCV,random,0
49,Never-worked,1st-4th,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u43,LogisticRegressionCV,random,0
49,Private,11th,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u43,LogisticRegressionCV,random,0
49,Private,Assoc-voc,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u43,LogisticRegressionCV,random,0
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,0,u44,LogisticRegressionCV,random,0
37,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,1,u44,LogisticRegressionCV,random,1
37,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,1,u44,LogisticRegressionCV,random,1
37,Never-worked,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,United-States,1,u44,LogisticRegressionCV,random,1
37,Private,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,55,United-States,1,u44,LogisticRegressionCV,random,1
37,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,0,0,55,United-States,1,u44,LogisticRegressionCV,random,1
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0,u45,LogisticRegressionCV,random,0
30,Local-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u45,LogisticRegressionCV,random,0
30,Local-gov,12th,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,1,u45,LogisticRegressionCV,random,0
30,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u45,LogisticRegressionCV,random,0
30,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u45,LogisticRegressionCV,random,0
30,Local-gov,Assoc-voc,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u45,LogisticRegressionCV,random,0
57,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u46,LogisticRegressionCV,random,0
57,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,1,u46,LogisticRegressionCV,random,1
57,Never-worked,Prof-school,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u46,LogisticRegressionCV,random,1
57,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u46,LogisticRegressionCV,random,1
57,?,Doctorate,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u46,LogisticRegressionCV,random,1
57,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u46,LogisticRegressionCV,random,1
43,Private,Bachelors,Separated,Prof-specialty,White,Female,0,0,40,United-States,0,u47,LogisticRegressionCV,random,0
43,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,LogisticRegressionCV,random,1
43,Federal-gov,Doctorate,Separated,Prof-specialty,White,Female,0,0,40,United-States,1,u47,LogisticRegressionCV,random,1
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,LogisticRegressionCV,random,1
43,Self-emp-inc,Doctorate,Separated,Prof-specialty,White,Female,0,0,40,United-States,1,u47,LogisticRegressionCV,random,1
43,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u47,LogisticRegressionCV,random,1
46,Private,Bachelors,Widowed,Tech-support,White,Female,0,0,38,United-States,0,u48,LogisticRegressionCV,random,0
46,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,White,Female,0,0,38,United-States,1,u48,LogisticRegressionCV,random,1
46,Private,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,38,United-States,1,u48,LogisticRegressionCV,random,1
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,38,United-States,1,u48,LogisticRegressionCV,random,1
46,Private,Prof-school,Married-civ-spouse,Tech-support,White,Female,0,0,38,United-States,1,u48,LogisticRegressionCV,random,1
46,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,White,Female,0,0,38,United-States,1,u48,LogisticRegressionCV,random,1
25,Private,HS-grad,Separated,Other-service,Black,Male,0,0,40,United-States,0,u49,LogisticRegressionCV,random,0
25,Private,Prof-school,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,1,u49,LogisticRegressionCV,random,1
25,Private,Doctorate,Separated,Prof-specialty,Black,Male,0,0,40,United-States,1,u49,LogisticRegressionCV,random,1
25,Private,Doctorate,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,1,u49,LogisticRegressionCV,random,1
25,Federal-gov,Doctorate,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,1,u49,LogisticRegressionCV,random,1
25,Local-gov,Doctorate,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,1,u49,LogisticRegressionCV,random,1
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,0,u50,LogisticRegressionCV,random,0
25,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,1,u50,LogisticRegressionCV,random,0
25,Private,5th-6th,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u50,LogisticRegressionCV,random,0
25,Private,10th,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,1,u50,LogisticRegressionCV,random,0
25,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u50,LogisticRegressionCV,random,0
25,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,1,u50,LogisticRegressionCV,random,0
55,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,0,0,35,United-States,0,u51,LogisticRegressionCV,random,0
55,Federal-gov,Some-college,Married-civ-spouse,Sales,Black,Male,0,0,35,United-States,1,u51,LogisticRegressionCV,random,1
55,Private,Masters,Married-civ-spouse,Prof-specialty,Black,Male,0,0,35,United-States,1,u51,LogisticRegressionCV,random,1
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,0,0,35,United-States,1,u51,LogisticRegressionCV,random,1
55,Private,Doctorate,Married-civ-spouse,Transport-moving,Black,Male,0,0,35,United-States,1,u51,LogisticRegressionCV,random,1
55,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Black,Male,0,0,35,United-States,1,u51,LogisticRegressionCV,random,1
26,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,United-States,0,u52,LogisticRegressionCV,random,0
26,Private,Prof-school,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u52,LogisticRegressionCV,random,1
26,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,LogisticRegressionCV,random,1
26,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,LogisticRegressionCV,random,1
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u52,LogisticRegressionCV,random,1
26,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u52,LogisticRegressionCV,random,1
19,Private,12th,Never-married,Adm-clerical,White,Female,0,0,25,United-States,0,u53,LogisticRegressionCV,random,0
19,Federal-gov,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,LogisticRegressionCV,random,1
19,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,0,0,25,United-States,1,u53,LogisticRegressionCV,random,1
19,Never-worked,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,LogisticRegressionCV,random,1
19,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u53,LogisticRegressionCV,random,1
19,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,25,United-States,1,u53,LogisticRegressionCV,random,1
46,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,0,1740,60,United-States,0,u54,LogisticRegressionCV,random,0
46,Private,Some-college,Widowed,Adm-clerical,White,Male,0,1740,60,United-States,1,u54,LogisticRegressionCV,random,0
46,Private,Masters,Separated,Prof-specialty,White,Male,0,1740,60,United-States,1,u54,LogisticRegressionCV,random,0
46,?,Masters,Married-civ-spouse,Farming-fishing,White,Male,0,1740,60,United-States,1,u54,LogisticRegressionCV,random,0
46,State-gov,Masters,Married-civ-spouse,Handlers-cleaners,White,Male,0,1740,60,United-States,1,u54,LogisticRegressionCV,random,0
46,Self-emp-not-inc,Masters,Separated,Adm-clerical,White,Male,0,1740,60,United-States,1,u54,LogisticRegressionCV,random,0
33,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,25,United-States,0,u55,LogisticRegressionCV,random,0
33,Federal-gov,Prof-school,Married-civ-spouse,Other-service,White,Female,0,0,25,United-States,1,u55,LogisticRegressionCV,random,1
33,Federal-gov,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,25,United-States,1,u55,LogisticRegressionCV,random,1
33,Private,Prof-school,Married-civ-spouse,Tech-support,White,Female,0,0,25,United-States,1,u55,LogisticRegressionCV,random,1
33,Private,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,25,United-States,1,u55,LogisticRegressionCV,random,1
33,Private,Prof-school,Married-civ-spouse,Priv-house-serv,White,Female,0,0,25,United-States,1,u55,LogisticRegressionCV,random,1
37,Private,HS-grad,Never-married,Transport-moving,Black,Male,0,0,50,United-States,0,u56,LogisticRegressionCV,random,0
37,Private,Doctorate,Married-civ-spouse,Tech-support,Black,Male,0,0,50,United-States,1,u56,LogisticRegressionCV,random,1
37,Private,Masters,Married-civ-spouse,Sales,Black,Male,0,0,50,United-States,1,u56,LogisticRegressionCV,random,1
37,Self-emp-not-inc,Doctorate,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,LogisticRegressionCV,random,1
37,Private,Prof-school,Married-civ-spouse,Other-service,Black,Male,0,0,50,United-States,1,u56,LogisticRegressionCV,random,1
37,Federal-gov,Prof-school,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,United-States,1,u56,LogisticRegressionCV,random,1
45,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,0,u57,LogisticRegressionCV,random,0
45,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,1,u57,LogisticRegressionCV,random,1
45,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,1,u57,LogisticRegressionCV,random,1
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0,0,42,United-States,1,u57,LogisticRegressionCV,random,1
45,Self-emp-inc,1st-4th,Married-civ-spouse,Craft-repair,White,Male,0,0,42,United-States,1,u57,LogisticRegressionCV,random,1
45,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,0,0,42,United-States,1,u57,LogisticRegressionCV,random,1
56,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,White,Male,0,2002,40,United-States,0,u58,LogisticRegressionCV,random,0
56,Private,1st-4th,Married-civ-spouse,Adm-clerical,White,Male,0,2002,40,United-States,1,u58,LogisticRegressionCV,random,1
56,Private,Doctorate,Married-civ-spouse,Priv-house-serv,White,Male,0,2002,40,United-States,1,u58,LogisticRegressionCV,random,1
56,Private,Doctorate,Married-civ-spouse,Transport-moving,White,Male,0,2002,40,United-States,1,u58,LogisticRegressionCV,random,1
56,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Male,0,2002,40,United-States,1,u58,LogisticRegressionCV,random,1
56,Private,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,0,2002,40,United-States,1,u58,LogisticRegressionCV,random,1
17,Private,11th,Never-married,Other-service,White,Female,0,0,12,United-States,0,u59,LogisticRegressionCV,random,0
17,Federal-gov,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,12,United-States,1,u59,LogisticRegressionCV,random,1
17,Private,Prof-school,Married-civ-spouse,Priv-house-serv,White,Female,0,0,12,United-States,1,u59,LogisticRegressionCV,random,1
17,Private,Prof-school,Married-civ-spouse,Protective-serv,White,Female,0,0,12,United-States,1,u59,LogisticRegressionCV,random,1
17,Private,Doctorate,Divorced,Prof-specialty,White,Female,0,0,12,United-States,1,u59,LogisticRegressionCV,random,1
17,Private,Doctorate,Married-civ-spouse,Other-service,White,Female,0,0,12,United-States,1,u59,LogisticRegressionCV,random,1
29,Private,HS-grad,Married-spouse-absent,Other-service,Other,Female,0,0,40,Columbia,0,u60,LogisticRegressionCV,random,0
29,Self-emp-inc,Doctorate,Married-civ-spouse,Priv-house-serv,Other,Female,0,0,40,Columbia,1,u60,LogisticRegressionCV,random,1
29,Federal-gov,Prof-school,Married-civ-spouse,Sales,Other,Female,0,0,40,Columbia,1,u60,LogisticRegressionCV,random,1
31,?,Assoc-acdm,Never-married,?,White,Female,0,0,25,United-States,0,u61,LogisticRegressionCV,random,0
31,?,Doctorate,Married-civ-spouse,Priv-house-serv,White,Female,0,0,25,United-States,1,u61,LogisticRegressionCV,random,1
31,?,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,25,United-States,1,u61,LogisticRegressionCV,random,1
31,Self-emp-inc,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,25,United-States,1,u61,LogisticRegressionCV,random,1
31,Self-emp-inc,Prof-school,Married-civ-spouse,Craft-repair,White,Female,0,0,25,United-States,1,u61,LogisticRegressionCV,random,1
31,?,Doctorate,Married-civ-spouse,Craft-repair,White,Female,0,0,25,United-States,1,u61,LogisticRegressionCV,random,1
40,Private,HS-grad,Divorced,Adm-clerical,White,Male,0,0,40,United-States,0,u62,LogisticRegressionCV,random,0
40,Self-emp-inc,Prof-school,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u62,LogisticRegressionCV,random,1
40,Private,Doctorate,Divorced,Exec-managerial,White,Male,0,0,40,United-States,1,u62,LogisticRegressionCV,random,1
40,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u62,LogisticRegressionCV,random,1
40,Self-emp-inc,Doctorate,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u62,LogisticRegressionCV,random,1
40,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u62,LogisticRegressionCV,random,1
25,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,United-States,0,u63,LogisticRegressionCV,random,0
25,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,LogisticRegressionCV,random,1
25,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,LogisticRegressionCV,random,1
25,Private,Prof-school,Married-civ-spouse,Priv-house-serv,White,Female,0,0,40,United-States,1,u63,LogisticRegressionCV,random,1
25,Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,LogisticRegressionCV,random,1
25,Private,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,1,u63,LogisticRegressionCV,random,1
64,Private,Bachelors,Divorced,Sales,White,Female,0,0,5,United-States,0,u64,LogisticRegressionCV,random,0
64,Self-emp-not-inc,Prof-school,Divorced,Sales,White,Female,0,0,5,United-States,1,u64,LogisticRegressionCV,random,1
64,Private,Doctorate,Divorced,Sales,White,Female,0,0,5,United-States,1,u64,LogisticRegressionCV,random,1
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,5,United-States,1,u64,LogisticRegressionCV,random,1
64,Self-emp-inc,Doctorate,Divorced,Sales,White,Female,0,0,5,United-States,1,u64,LogisticRegressionCV,random,1
64,Never-worked,Doctorate,Divorced,Sales,White,Female,0,0,5,United-States,1,u64,LogisticRegressionCV,random,1
52,Private,HS-grad,Separated,Craft-repair,White,Male,0,0,40,United-States,0,u65,LogisticRegressionCV,random,0
52,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u65,LogisticRegressionCV,random,1
52,Private,Prof-school,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u65,LogisticRegressionCV,random,1
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u65,LogisticRegressionCV,random,1
52,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u65,LogisticRegressionCV,random,1
52,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u65,LogisticRegressionCV,random,1
27,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,0,u66,LogisticRegressionCV,random,0
27,Never-worked,Prof-school,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,1,u66,LogisticRegressionCV,random,1
27,Federal-gov,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,0,0,50,United-States,1,u66,LogisticRegressionCV,random,1
27,Federal-gov,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,50,United-States,1,u66,LogisticRegressionCV,random,1
27,Federal-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1,u66,LogisticRegressionCV,random,1
27,Federal-gov,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,United-States,1,u66,LogisticRegressionCV,random,1
29,Private,Some-college,Never-married,Farming-fishing,White,Male,0,0,40,United-States,0,u67,LogisticRegressionCV,random,0
29,Private,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,LogisticRegressionCV,random,1
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u67,LogisticRegressionCV,random,1
29,Private,Prof-school,Divorced,Sales,White,Male,0,0,40,United-States,1,u67,LogisticRegressionCV,random,1
29,Private,Prof-school,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,1,u67,LogisticRegressionCV,random,1
29,Self-emp-not-inc,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,1,u67,LogisticRegressionCV,random,1
31,Private,Assoc-voc,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,0,u68,LogisticRegressionCV,random,0
31,Private,Prof-school,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,1,u68,LogisticRegressionCV,random,1
31,Private,Prof-school,Married-civ-spouse,Tech-support,Black,Female,0,0,40,United-States,1,u68,LogisticRegressionCV,random,1
31,State-gov,Doctorate,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,1,u68,LogisticRegressionCV,random,1
31,Federal-gov,Prof-school,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,1,u68,LogisticRegressionCV,random,1
31,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,1,u68,LogisticRegressionCV,random,1
56,Private,Some-college,Separated,Tech-support,Black,Female,0,0,38,United-States,0,u69,LogisticRegressionCV,random,0
56,Private,Prof-school,Married-civ-spouse,Tech-support,Black,Female,0,0,38,United-States,1,u69,LogisticRegressionCV,random,1
56,Never-worked,Doctorate,Married-civ-spouse,Sales,Black,Female,0,0,38,United-States,1,u69,LogisticRegressionCV,random,1
56,Self-emp-not-inc,Prof-school,Married-civ-spouse,Tech-support,Black,Female,0,0,38,United-States,1,u69,LogisticRegressionCV,random,1
56,Never-worked,Doctorate,Married-civ-spouse,Tech-support,Black,Female,0,0,38,United-States,1,u69,LogisticRegressionCV,random,1
56,Federal-gov,Doctorate,Married-civ-spouse,Tech-support,Black,Female,0,0,38,United-States,1,u69,LogisticRegressionCV,random,1
71,Self-emp-not-inc,1st-4th,Divorced,Craft-repair,White,Female,0,0,28,United-States,0,u70,LogisticRegressionCV,random,0
71,Federal-gov,Doctorate,Divorced,Craft-repair,White,Female,0,0,28,United-States,1,u70,LogisticRegressionCV,random,1
71,Self-emp-not-inc,Doctorate,Divorced,Sales,White,Female,0,0,28,United-States,1,u70,LogisticRegressionCV,random,1
71,Self-emp-not-inc,1st-4th,Married-civ-spouse,Prof-specialty,White,Female,0,0,28,United-States,1,u70,LogisticRegressionCV,random,1
71,Self-emp-not-inc,Doctorate,Divorced,Adm-clerical,White,Female,0,0,28,United-States,1,u70,LogisticRegressionCV,random,1
71,Self-emp-not-inc,Doctorate,Divorced,Craft-repair,White,Female,0,0,28,United-States,1,u70,LogisticRegressionCV,random,1
27,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,3908,0,40,United-States,0,u71,LogisticRegressionCV,random,0
27,Private,1st-4th,Married-civ-spouse,Other-service,White,Male,3908,0,40,United-States,1,u71,LogisticRegressionCV,random,0
27,Private,10th,Married-civ-spouse,Prof-specialty,White,Male,3908,0,40,United-States,1,u71,LogisticRegressionCV,random,0
27,Private,Assoc-voc,Married-spouse-absent,Tech-support,White,Male,3908,0,40,United-States,1,u71,LogisticRegressionCV,random,0
27,Private,Bachelors,Widowed,Tech-support,White,Male,3908,0,40,United-States,1,u71,LogisticRegressionCV,random,0
27,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,3908,0,40,United-States,1,u71,LogisticRegressionCV,random,0
29,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,United-States,0,u72,LogisticRegressionCV,random,0
29,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,LogisticRegressionCV,random,1
29,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,LogisticRegressionCV,random,1
29,Federal-gov,Doctorate,Separated,Prof-specialty,White,Female,0,0,40,United-States,1,u72,LogisticRegressionCV,random,1
29,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u72,LogisticRegressionCV,random,1
29,Federal-gov,Doctorate,Divorced,Prof-specialty,White,Female,0,0,40,United-States,1,u72,LogisticRegressionCV,random,1
53,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,0,u73,LogisticRegressionCV,random,0
53,Private,Doctorate,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u73,LogisticRegressionCV,random,1
53,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,0,0,40,United-States,1,u73,LogisticRegressionCV,random,1
53,Private,12th,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u73,LogisticRegressionCV,random,1
